income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
40475,499,1827809,27,448286,449643,0
36267,765,6733978,23,516256,612587,0
44990,731,1677774,13,6231586,26832,1
56774,699,9679672,19,589762,0,0
128938,701,3132393,5,882477,643271,1
116316,607,946326,22,169687,752222,1
65754,678,495193,4,539712,695073,1
93091,515,3321738,24,14517152,50441,1
59382,592,1013911,34,70802,90565,1
52989,323,1124496,6,1087131,0,1
36823,573,2590744,25,430652,630473,0
119197,839,1134667,6,1357245,857798,1
44105,738,7704923,35,2709479,1638277,0
92290,692,4514777,0,1277533,0,1
79621,760,8608946,14,21840853,0,1
239937,736,1589675,32,64369,552292,1
75897,858,2337176,25,6545755,186763,1
102442,847,349136,3,238996,118575,1
40203,344,687522,1,1418021,0,1
89512,635,5954608,12,2146637,0,0
53474,847,8066768,10,590603,1212431,0
487437,731,1030935,7,2699677,1372669,1
114514,822,1229558,4,1849318,1439807,1
254869,645,5621463,13,4005144,0,1
199373,621,7206643,6,1720857,23242,1
159581,515,4249999,23,838726,157690,0
67427,824,578264,31,1083356,548915,1
105573,670,3089498,14,190144,321304,1
60288,364,8586950,12,2482922,0,0
114760,792,1728968,0,6330944,0,1
68984,888,170735,20,4263714,898904,1
34063,441,1599950,24,59271,744580,0
76087,764,6677818,16,321927,196035,0
30956,793,880737,19,13447658,109044,1
41290,632,178173,23,17755549,32762,1
98098,393,9418863,24,1797037,0,0
50650,441,9245503,18,936790,464737,0
130039,876,1570597,9,7332224,0,1
80231,669,5830588,29,6856494,1991558,0
109650,858,8806039,2,1807161,0,0
328045,587,8443167,15,14965631,0,1
46574,573,5892039,12,16622022,498223,1
73180,687,8438044,2,22820920,135082,1
50790,690,5231834,10,2385858,0,0
54393,807,1539574,1,1938387,197803,1
47068,460,148977,31,2755947,1701479,0
157439,861,1640736,23,359698,40784,1
102249,341,438118,3,126949,133272,0
52181,699,3818744,9,172961,0,0
50349,836,1323614,19,2946411,1372762,1
52009,715,5084968,16,54917,0,0
72527,697,7733183,33,3121912,0,0
222478,619,1053524,15,9371036,1835763,1
80752,850,479826,24,1808044,1193761,1
33561,494,495370,35,9625956,2244419,0
68956,856,1356461,12,110895,0,1
119021,487,1558934,21,3672065,0,1
34230,878,7755283,5,3663463,3166462,0
44134,509,9461695,8,5003065,11241,0
103566,624,127601,20,8718256,116465,1
43467,571,5021737,17,5472385,930245,0
111239,848,3480427,12,1181400,0,1
35811,643,3779773,13,914351,686017,0
37822,701,346177,3,2382597,4695503,1
33847,647,1590817,21,139310,3689273,0
55581,534,915914,31,4695042,0,1
140426,662,7680643,15,153985,275191,1
47372,885,472254,21,698501,0,1
145795,303,231620,17,4638443,599560,1
267776,813,5585300,28,1856687,81064,1
50879,661,5555854,2,1524519,0,0
97609,696,1766935,14,433199,379911,1
41795,649,8654699,22,7630965,138700,0
291008,889,334534,3,6284076,457282,1
117358,776,4709758,14,7300906,541055,1
77967,532,1335741,34,553251,2243061,0
94132,825,9360569,1,448042,0,0
74401,723,7983401,33,701910,0,0
46249,601,1421928,15,3873757,139219,1
48555,577,9807873,32,4872330,311357,0
95677,707,8185827,9,1299062,1741701,0
35227,659,2424592,13,1163481,846063,0
296475,783,737805,20,113640,744583,1
52591,882,101371,20,9561362,16988,1
34334,704,3891525,0,17023366,785358,1
62293,895,2912864,28,1307700,78938,1
48233,772,9257746,13,2347944,190442,0
34208,848,7045422,9,419086,0,0
70647,526,8066073,2,85833,1039710,0
102894,696,6829676,33,4410723,0,0
97532,891,8935968,5,6202132,118445,1
102573,757,876472,10,23486516,4884275,1
408187,759,416637,10,1809704,465043,1
77583,528,1560183,22,994479,0,1
35212,684,4497707,21,99524,10141,0
359825,664,302923,20,1789763,0,1
35858,816,5245161,7,430240,786523,0
129219,536,426260,14,1924149,359375,1
50533,659,2166720,30,9449044,0,1
133012,858,2285636,34,3644669,167520,1
70692,646,595734,1,634523,1691467,1
165131,746,147985,11,581361,541083,1
79767,770,2679273,27,320238,340150,1
98882,775,5844944,18,87668,4720119,0
71828,649,167823,15,4389138,0,1
44152,522,8759316,0,6387341,621436,0
79680,602,330026,32,1550166,4194353,1
75253,820,6321875,12,6347253,4753137,0
61646,561,8255234,6,3868734,44014,0
85398,483,3900585,22,6834576,1489828,0
94342,870,653548,9,6325449,61993,1
96598,600,792636,7,177078,648108,1
59463,786,2730350,4,22466904,4859473,1
83054,669,751625,15,2799711,184537,1
371549,440,5531947,9,7397685,0,1
69196,801,4473395,26,682349,161188,0
131914,643,1712646,6,322789,0,1
60739,797,8795619,2,237192,0,0
141180,885,2831780,0,3516358,0,1
87235,536,864879,2,1482560,477683,1
93449,639,377460,1,4631374,202202,1
104772,758,9875506,33,226713,38033,0
54943,521,2748305,26,2678249,86951,0
35395,720,931935,28,5833947,47435,1
59841,815,6542175,14,1856875,1512462,0
44758,733,1884437,31,368252,442115,1
37536,501,3319604,26,4656936,166104,0
32926,862,358346,1,451501,170955,1
142543,662,1540037,26,777162,0,1
44516,534,888911,16,24994598,25163,1
42129,567,8170876,18,566301,427919,0
43400,671,951078,29,9224702,4545350,1
33673,617,6269688,15,73073,139834,0
133508,653,1655670,10,16212378,130406,1
47854,872,141727,23,14960994,39630,1
102822,541,2160791,27,55103,703744,0
402528,674,1164477,3,4983802,131030,1
105753,532,5089962,29,2530811,3744335,0
68931,550,971541,30,8968115,1853447,1
100521,554,4163002,26,5185483,176581,1
118949,884,3331518,1,874131,0,1
125380,536,710458,0,23249301,0,1
32672,467,1335636,24,184390,1538718,0
77065,887,3252417,15,1615638,2043643,1
40752,614,8324650,21,1709868,0,0
35881,698,5141003,19,1260904,1802178,0
59653,662,1773539,0,728297,0,1
104679,485,1786965,34,24950199,1066983,1
142920,488,306059,23,13990329,509497,1
68401,660,1989299,28,1915432,1060409,1
82635,556,3191797,4,22379461,0,1
58898,642,1261771,16,1483776,0,1
250373,815,458598,13,4270226,92643,1
39810,637,8023342,19,4171953,2697404,0
190045,752,3048928,9,1572549,0,1
56936,700,9664467,12,3975855,0,0
165980,630,1050924,19,601451,406837,1
60373,762,6912995,3,497416,0,0
160767,605,2467743,29,5631285,0,1
87426,538,796172,11,440334,143717,1
39719,420,204209,17,1132006,147410,1
38742,883,2075556,19,414896,180335,1
73161,692,3625062,12,798066,67340,1
95470,471,8741788,28,727494,81235,0
94247,765,211441,31,7323694,0,1
36721,647,636468,31,3561952,348146,1
86925,458,157657,22,6243222,132889,1
245825,684,7537620,15,341158,1626866,1
78062,680,1189269,34,2862772,0,1
114300,725,3797785,17,1428148,1916373,1
109449,642,4143899,7,9844461,17592,1
188714,563,385283,28,1227147,66311,1
41667,800,392281,32,21255702,82427,1
114560,705,6623276,20,7132368,0,1
40956,622,5684037,34,2794777,0,0
117817,759,4936399,34,9890808,0,1
62760,626,205559,16,4758258,0,1
174501,863,1939360,33,232015,1992181,1
104622,765,5809777,1,4048960,158481,1
35074,831,854576,13,12227737,0,1
45095,630,7673198,26,5731564,0,0
86828,658,170928,25,18692096,0,1
91265,686,384542,11,7218190,0,1
255592,708,6574005,4,4635074,129210,1
187018,820,8640762,1,2841722,0,1
161195,761,2200258,30,237450,2167107,1
421874,835,8169146,0,14912830,1702790,1
209388,585,3508674,18,8206153,0,1
98471,750,3971259,16,3984668,0,1
128743,544,8488353,34,2132215,685634,0
94042,786,606887,2,2076219,100636,1
77921,862,9351336,17,969158,791420,0
35121,852,4404339,10,4316733,92223,1
70534,528,1920439,35,493260,547221,0
74930,662,9890454,16,697283,709429,0
72662,634,285866,8,3372976,0,1
35999,836,8038548,21,217224,1017092,0
201743,602,574924,21,22691314,109769,1
114759,783,213225,21,12982461,0,1
53573,652,8800730,5,1698807,0,0
77746,310,488482,34,344481,1460375,0
58195,609,676818,22,254688,1073371,0
42513,500,937850,0,345500,21023,0
33863,320,3142324,34,8859090,1355808,0
58889,789,6239804,14,7548553,385415,1
78277,744,4958595,26,1904954,148560,0
67672,571,4949844,1,213145,429510,0
162486,753,4398751,10,596658,0,1
176773,695,4621165,30,2411287,752612,1
115645,808,7444110,5,2210075,2754351,0
186439,765,9499734,34,4553779,71721,1
76941,619,869499,28,23783521,761733,1
41860,684,582185,28,497855,547679,1
43909,312,943978,19,7039312,731103,0
189746,602,195714,13,1981059,0,1
387030,789,1469651,14,1102708,0,1
69629,324,458804,25,17028058,0,1
47083,766,9782713,3,1380515,0,0
101442,369,394866,11,7458234,1130513,1
30670,633,386176,35,1355062,0,1
138128,546,5448986,17,724845,0,0
63073,406,175428,10,16028573,532121,1
52296,862,2253525,6,1800865,0,1
101162,540,1151253,30,161571,12031,0
98376,773,2397666,26,7584028,24118,1
108809,691,449165,16,653826,21540,1
107193,798,752222,34,9977763,248616,1
67743,538,8028514,0,22573476,3251319,1
55326,520,9785718,20,4905859,1903574,0
53328,579,1786699,33,4499365,193800,1
46808,582,588111,8,2178033,36010,1
165766,832,1041890,34,514583,18907,1
42161,508,7428178,28,16964571,0,1
66875,371,342814,24,1634658,0,1
49660,554,1786889,12,22661848,1103805,1
64005,885,355278,5,976871,0,1
32702,780,1768041,12,391421,0,1
38336,799,1562741,17,510289,4278098,1
81157,878,3851662,13,300312,0,1
76851,864,914050,30,126368,793587,1
40399,670,1835533,35,1749584,210591,1
42941,543,4491248,30,55350,3256737,0
446272,793,239896,23,467987,478053,1
66551,737,1545035,9,21410743,130196,1
184007,886,7496892,26,453103,0,1
37387,774,158821,6,1838397,623499,1
73210,764,8301170,3,11907414,631629,1
173753,845,7601498,26,342720,0,1
79302,608,7528356,33,3781446,179630,0
48408,582,3389895,28,405249,96960,0
117713,696,752990,35,51952,0,1
79317,562,9942776,1,23395398,1646297,1
456559,885,7487650,10,1321256,461914,1
61819,597,8179411,29,441882,0,0
159486,607,584140,31,3743062,3660297,1
53318,847,337888,7,3944874,0,1
136015,308,4260926,19,944354,566473,0
53475,563,1837164,0,3696754,2956025,0
42099,590,1188759,11,84353,188272,1
47035,726,3199787,3,14747053,726661,1
45533,637,2810364,20,23086506,329480,1
372777,772,2025585,0,3405246,1242866,1
42787,863,1237136,8,6342947,42500,1
74426,588,9202747,19,1872527,469520,0
235030,665,113803,26,452529,114169,1
67172,792,1509193,24,729602,557493,1
53304,748,4277687,6,3147713,78772,0
40656,521,1596483,23,69488,385741,0
175914,694,583123,25,1127479,0,1
46245,405,428553,25,1091046,0,1
61824,606,1245042,23,4933610,376138,1
59204,568,1465623,6,21487914,515353,1
39532,638,3887982,9,1338382,592281,0
100026,338,227664,9,7002713,2095054,0
40359,862,2668817,31,3290955,634720,0
65360,862,7023332,10,1330030,182291,0
47528,646,9280873,17,10398641,0,1
43641,748,1901230,19,375475,82968,1
62555,837,441923,12,6249107,109596,1
140254,631,7467738,2,4444871,0,1
114919,388,2768639,12,1112696,4264243,0
45105,801,2281472,6,3730527,4312172,1
87531,528,1253174,24,4173483,1324665,0
58649,799,3553198,20,15993752,617084,1
59352,467,5164644,17,73266,58583,0
264723,740,3711770,9,5923628,1107516,1
98189,806,7684111,18,312086,160818,0
34866,673,7116725,3,2054835,193555,0
104045,742,184516,21,5400823,764603,1
78938,698,510416,23,2287501,0,1
37449,693,135267,29,81826,2777112,1
49974,513,9321515,15,9934696,4673365,0
46767,502,1195880,35,18618208,0,1
32653,552,1679657,11,3475789,1550137,0
194230,334,233019,33,3399884,760806,1
46075,887,4666951,12,1560435,0,0
34811,745,124239,27,2852024,71911,1
39997,756,1567468,7,24531629,0,1
50663,301,695485,34,18549613,0,1
177766,754,9355481,4,375543,1227601,1
47088,872,5421880,3,237404,0,0
68583,598,7350654,29,11607749,0,1
42546,617,165263,31,1660795,78469,1
77488,641,1931206,4,655189,33833,1
41930,682,9042879,5,1512875,185780,0
78639,730,1830773,27,68173,109442,1
73311,787,7350397,6,1367810,1119479,0
64071,335,6231833,7,1428364,18603,0
72982,770,8126685,9,2341734,0,0
55658,889,2533046,4,392794,162523,1
59857,463,798738,7,2560484,1388964,0
103657,309,381759,9,1157626,624065,1
180291,688,215220,0,1776361,0,1
39173,787,4385909,20,8046109,0,1
178477,751,1874908,14,8655480,695766,1
47201,588,455687,31,4710380,0,1
36080,683,4798510,32,1496924,758296,0
90981,839,328569,9,18428720,0,1
107101,870,700465,0,133131,712071,1
82750,811,280265,7,359313,1118670,1
54177,524,638809,16,8160025,0,1
30399,620,5848526,29,3550533,170983,0
93105,714,2649175,18,495061,486828,1
56554,859,9654267,10,558636,388506,0
346080,521,7605908,23,18702483,337601,1
61091,861,4092605,19,9647343,66299,1
264900,311,1794605,3,3684737,1581409,1
71215,534,3718948,5,1157799,0,0
129996,613,1559129,18,278834,1183811,1
174753,329,458007,25,5641085,2309920,0
69888,616,1159788,4,3167733,0,1
189104,856,2782899,27,9164642,0,1
40510,598,1103325,27,13960026,0,1
114280,707,7645532,26,2664515,31516,0
45125,608,263688,25,358243,0,1
78219,844,9103092,5,5129550,0,1
90914,599,395696,23,1121360,2468492,1
89791,806,1075321,5,16188079,3458629,1
66148,836,254898,15,6427205,1196471,1
45703,684,405372,34,357325,177656,1
75051,694,4277209,10,11475908,965197,1
139011,630,4805328,29,1066843,3926086,0
61102,690,186598,34,422136,879126,1
123480,772,8505995,8,493838,256211,0
147604,696,2854288,29,76081,180252,1
62147,860,9763875,3,393150,25269,0
51722,765,3368896,19,12618950,0,1
74712,691,1201711,28,9919160,0,1
43381,701,366042,19,290133,0,1
81752,342,529571,7,785264,116079,1
89062,592,1798618,0,3039251,0,1
33132,646,2143771,28,775298,115699,0
108118,762,5021427,11,5027877,39117,1
40954,503,6422190,10,345173,1258913,0
60365,630,8192687,18,1684882,1652741,0
75894,327,9929445,25,1998738,0,0
45883,506,7290920,19,370338,566809,0
100547,553,318394,0,311425,0,1
87879,773,495017,25,482782,1814909,1
152034,598,2612091,25,16164178,393385,1
42393,725,8559789,12,3474858,0,0
147995,774,1610793,16,1103360,242255,1
45381,533,222655,1,135394,152258,0
32046,868,1610906,11,3305648,2414724,1
143162,462,9618752,5,584096,0,0
262262,497,7202672,6,842935,0,0
40852,603,6376348,23,1391401,114160,0
46669,783,333015,13,387982,96746,1
54034,461,8539139,21,19377917,150213,1
102181,726,431724,25,4931000,587345,1
409353,805,9369111,16,1709435,74441,1
40040,566,1426964,4,1037753,348380,1
108383,700,942670,1,2631851,0,1
39960,798,2816616,8,468082,0,0
160286,707,6656643,32,2314662,0,1
103692,627,629937,5,99899,0,1
109412,605,5562385,14,1345572,24920,1
250780,860,1177888,4,787320,0,1
152298,356,2064075,9,2683660,0,1
140287,716,765636,30,912514,0,1
44123,629,5612232,21,4792087,95624,0
76547,806,789359,8,185117,571580,1
82438,332,509993,27,1930412,2798130,0
71375,710,6286974,7,3385577,967413,0
116254,812,4149533,14,487681,0,1
293137,865,2245667,35,11229326,1124537,1
64151,740,2211752,8,976377,0,1
44808,557,7061758,31,19485819,0,1
100544,674,5421038,26,787951,0,1
42543,300,4335390,6,192433,169315,0
53403,664,8887273,33,24191368,3341429,1
283446,547,394082,32,136766,1156514,0
59855,544,1579480,23,24101072,0,1
69468,507,2069715,22,1295984,33142,1
78043,755,2871781,8,466959,467354,1
68002,675,1438104,14,4635061,0,1
39585,724,6401643,13,52836,2088668,0
167008,578,1931888,30,21245374,1215689,1
67182,633,1261064,1,2595997,92516,1
57184,773,7323856,24,1495385,126448,0
195685,552,4705640,28,342050,0,1
38733,855,372675,29,861560,124945,1
329642,349,1466673,16,4515994,0,1
108403,693,7397975,9,4639060,4386180,0
237704,506,308434,13,934555,0,1
49170,657,7747280,15,398996,4466047,0
64175,543,5864064,7,9806196,167284,0
247646,365,211517,29,18050236,0,1
37926,334,6542188,34,683882,0,0
195456,519,7123802,1,68318,145070,0
109563,515,4588778,11,332703,0,0
42729,312,5825061,17,1119606,1837312,0
81589,867,4861389,21,92727,173005,1
59657,826,3873694,19,3124345,263813,1
31086,761,7323991,24,6005627,174972,1
61798,611,3762676,31,4422893,0,0
55174,742,3658181,29,9652661,12191,1
226124,730,7786861,21,7836962,0,1
33606,501,355981,27,864674,0,1
56079,575,1650447,32,6606336,0,1
53459,793,5615409,7,6582383,1050755,0
35023,718,5688924,20,2628574,0,0
434053,453,2008528,27,8574762,0,1
36028,889,1999066,4,127895,930628,0
68573,446,2689188,19,2433616,94196,1
196376,421,9676495,4,668154,1101865,0
42311,622,8800610,30,585239,60253,0
91015,365,405049,18,15417337,79963,1
64759,805,961938,17,9203442,0,1
153723,672,214668,28,4448200,210731,1
47753,792,1836301,5,1658393,941352,1
51192,871,394555,26,11238956,61398,1
160422,704,4362477,26,1768169,0,1
84219,700,1526873,5,821207,134209,1
114324,506,8048094,21,900519,351394,0
257687,727,5419541,2,810763,0,1
57840,866,8330113,16,1451687,0,0
78997,759,3680685,16,410994,569609,1
68198,850,363294,19,615369,0,1
34941,727,1220193,33,353339,772676,1
45874,782,5187184,0,397489,0,0
45832,739,3787873,32,629684,1062136,0
37730,719,1830724,1,748338,45210,1
98185,770,434386,7,741146,388134,1
30497,564,201855,5,12189180,656395,1
40169,693,1818162,33,1249369,1719338,1
45417,730,1430815,32,2778362,394021,1
66833,749,894236,30,7433084,84139,1
47987,900,1566746,20,7913069,300759,1
230122,685,2140493,7,11318088,1687513,1
32130,671,4585958,17,9934749,0,1
69778,692,605955,27,2160262,71483,1
35042,682,145988,17,2032660,0,1
114471,768,8257471,25,4136010,0,1
63317,464,840958,16,1435267,80229,1
71772,538,476372,35,3129218,0,1
47166,721,5951071,16,423919,0,0
91551,855,8282771,9,20645423,1366052,1
166512,527,7792227,0,417636,130535,0
79970,436,2319964,23,1076578,2937254,0
114190,825,312037,3,738198,639739,1
196147,814,4826701,10,3380157,3185651,1
30586,879,8702349,33,1576734,638470,0
237035,646,8741071,1,4437048,1861074,1
160916,533,6488804,13,905408,405930,0
46393,447,419125,31,1213757,0,1
32894,641,5277962,24,7164190,1523266,0
113404,729,4511572,28,4262102,601102,1
49786,748,351220,14,1430645,0,1
46784,525,5034331,20,733521,489186,0
36509,723,3306902,32,15734166,0,1
85048,713,1554923,2,3785660,2789849,1
41314,668,5740284,35,5551887,475643,0
71414,858,9727379,7,1056958,1329382,0
54390,702,7199107,27,2120901,360319,0
33938,392,764142,8,2969295,612470,0
46150,676,5399833,1,16212469,856852,1
150123,492,4445077,5,20203862,0,1
65577,760,4298234,3,21260157,91742,1
43429,836,4872159,23,7720518,0,1
118254,819,985667,5,5458744,1398696,1
57313,398,356244,14,8441859,175574,1
41802,720,661462,31,7539398,479430,1
41744,666,3917366,5,124420,151913,0
204614,573,7540913,10,19960001,3470645,1
44884,752,4073065,3,9107224,794945,0
40924,738,3010033,7,1783306,366361,0
35270,641,171977,31,1542209,676475,1
35307,829,6356583,31,3815856,3318057,0
101335,594,8968419,29,6787320,467896,0
168636,799,411774,34,97572,471584,1
288678,790,8997324,11,6767680,2819212,1
133563,743,2566279,15,201218,288850,1
105325,898,1477822,33,8996454,339846,1
294740,660,2128782,29,1289213,542537,1
46378,312,1641485,3,697797,1228663,0
56111,604,8736166,24,16673923,0,1
37857,680,2169142,10,4997826,119769,1
95847,592,404772,15,5370114,131377,1
57651,861,7554621,16,3965800,749228,0
93847,754,2032384,9,359683,0,1
40971,618,4043513,14,450889,1269115,0
31936,609,9674532,5,495210,534627,0
51464,631,7435067,10,274693,0,0
46189,592,1763883,30,8291492,354681,1
457354,747,9263893,19,1660899,117424,1
37453,534,5909726,29,541583,580507,0
72222,602,1457337,20,3433717,0,1
58058,406,102109,29,3180051,0,1
243371,744,1315960,3,990254,0,1
60398,414,1099230,2,513840,0,0
59073,758,1693014,10,16832331,682689,1
78040,625,547526,4,153648,638857,1
56471,780,1624264,29,1117009,348092,1
176062,790,7801788,5,730214,0,1
128572,811,1491679,28,5258816,0,1
116005,704,2759849,16,16547347,752720,1
39990,310,3140701,12,3937071,1594043,0
205173,846,8531163,32,17429952,546717,1
116415,567,9909666,27,2936285,0,0
39470,786,1683987,3,844682,129916,1
75671,611,9601495,12,17150238,590565,1
216230,539,1938630,19,335023,0,0
68544,900,2569770,27,1946313,346452,1
71492,645,3026078,18,7041616,688074,1
32486,511,6101023,16,6807882,801829,0
290254,876,1092374,0,255933,2329936,1
87258,783,174527,33,8548375,2217803,1
72397,800,5851069,14,1968447,0,0
104638,886,3012457,31,657872,0,1
117447,778,1948694,8,293213,3770008,1
62826,693,1948608,25,1975527,1938738,1
32124,525,2159917,29,1886655,253363,0
233442,732,3423768,9,2876582,155904,1
129152,813,6079772,3,4767633,77392,1
32714,650,5287998,10,1934145,0,0
192684,690,1213088,11,9505254,0,1
369539,458,2686183,0,1658880,220309,1
320348,510,145310,11,5748740,900117,1
59586,563,6281296,21,8389645,0,0
72416,877,1591945,15,1209420,0,1
45908,651,7520773,28,6751613,358524,0
466722,664,9698487,18,18623033,3561117,1
57501,769,409247,27,1793610,0,1
307166,534,3851429,32,13991704,0,1
53831,709,7440942,11,12840289,0,1
44835,899,9573189,22,1756312,0,0
121469,654,9654419,29,7356407,169415,0
108860,773,232756,33,469663,1787323,1
155940,778,3235973,8,9374937,84378,1
58212,608,1554799,11,498503,0,1
83790,321,1530337,35,1363593,148206,1
37980,798,3470483,10,925563,0,0
85852,705,6994629,25,8658576,157736,1
37017,614,9215472,11,4639993,710913,0
126943,551,9688515,34,453647,54658,0
236480,408,2354797,26,1881090,0,1
49891,826,6136219,5,390314,0,0
79435,569,4259443,5,4413973,3668225,0
107549,749,5856504,6,7496726,1030628,1
41365,773,4646261,16,393924,777282,0
31607,757,4241662,1,342814,71199,0
115123,639,2298141,11,839805,480278,1
54219,780,2894353,25,12657400,0,1
48233,370,4586417,8,4126040,0,0
165548,637,645790,1,328105,1351733,1
218498,625,8145871,4,273901,2585874,1
233837,659,442314,10,7577251,1937347,1
33564,797,9916543,2,57685,779224,0
35924,738,413476,29,5318617,44093,1
86401,438,4658322,10,8848260,1963093,0
53558,410,1438495,11,199551,226590,0
63966,659,9894840,3,1310393,32891,0
101850,812,735950,3,391359,0,1
38765,830,4770020,33,270000,138376,0
73227,745,2256958,30,18062426,159831,1
68763,369,339514,10,1569527,329632,1
135255,392,4640802,16,24807640,698158,1
105244,745,439978,28,8792003,2670372,1
204904,899,709746,9,919211,2304296,1
201569,683,9611807,3,689393,1328404,1
42821,438,807255,25,3536133,117096,1
59441,674,4895800,5,1123495,734740,0
101711,621,3439053,11,846536,0,1
34859,768,413766,31,215072,0,1
38554,869,6689811,16,998500,586272,0
68390,900,1324685,28,12902319,0,1
76926,843,1591559,1,1157601,433741,1
96294,818,5263048,4,385143,327554,1
74435,560,2008960,27,3217915,1704231,1
44280,762,2512156,34,5109512,104039,1
34342,603,809103,22,4589506,23181,1
40914,674,1511019,26,1435051,25973,1
262381,721,5609486,6,4037234,0,1
46105,817,1136307,33,1642707,1024611,1
59986,833,9127210,18,7838586,1293779,0
41387,508,2349133,27,1487853,0,0
106115,831,7660891,16,6604317,126684,1
92097,676,3868423,23,12382537,516366,1
109326,537,3805869,13,9681483,0,1
83005,747,7380335,8,1386193,1101918,0
46602,808,153774,32,492477,340967,1
106957,853,1548896,11,6092529,1324127,1
296628,572,3087762,34,229193,1997750,1
107279,668,9811981,18,3239369,481364,0
239042,549,1181516,32,5806317,0,1
47357,682,1630073,34,193804,115791,1
232868,431,850373,11,1097658,0,1
144537,877,1368389,10,2734395,1737687,1
169420,862,166449,0,3395386,529329,1
98017,843,6520975,16,466393,0,0
34570,822,4612294,34,415979,562649,0
265407,682,487615,8,370669,0,1
199424,792,3309208,12,106332,490428,1
312202,719,814112,17,9515531,0,1
43044,878,5934526,5,1754630,0,0
169036,732,4417758,16,6202184,1130370,1
77482,837,4000156,25,1786289,0,1
34326,808,2183740,22,1597064,0,1
199429,717,714708,6,18984796,1213712,1
131255,766,7843598,21,835639,1581281,1
64230,546,593389,19,8701142,151271,1
37342,752,856617,16,3184562,0,1
86095,814,4506300,22,513031,0,1
84182,714,9389644,11,487328,2655559,0
33244,560,2674286,32,16306096,543966,1
46274,643,7144896,13,10849422,3953867,1
104952,334,3408704,16,5970632,572361,1
33845,698,395084,11,255347,484769,1
191477,704,3509512,6,5415969,0,1
47964,724,9930590,15,2886592,0,0
74611,694,7108099,1,16544991,1048131,1
77454,309,1954950,35,1373653,4247826,0
219699,869,7705952,34,192251,0,1
34757,596,4687942,23,4730022,467994,0
49643,618,818282,16,23026279,0,1
369731,535,1668571,27,23394771,210422,1
162489,830,3311252,20,16701163,0,1
78981,746,6964008,35,5006177,407652,0
37682,366,688732,11,1414133,0,1
119875,532,917990,19,6473396,0,1
206593,538,6453068,15,459742,73299,0
91730,814,7119567,23,1288536,46174,0
268636,543,658101,7,118877,0,0
234964,803,428458,24,401079,2433226,1
110786,731,9791454,28,634362,0,0
178317,555,3069210,19,5050692,55437,1
167085,515,472638,22,13848293,0,1
256111,768,1480293,14,1572467,40246,1
51262,686,7665934,6,399363,0,0
226807,816,940235,32,6192834,0,1
266436,875,842014,6,12652565,3460432,1
171870,364,7994888,25,1012767,166103,0
126250,833,4103941,1,4524091,2611347,1
172936,627,404547,34,671580,140680,1
31019,840,2745589,8,2778347,192163,1
35631,771,138835,29,1675144,144037,1
88599,582,7037154,19,118682,24763,0
143314,681,723794,8,24172144,397870,1
232570,689,1217873,2,17675550,2592661,1
66813,900,9843801,26,1675176,0,0
47320,536,3913149,11,1986781,0,0
87680,630,465230,32,9526355,134826,1
103196,796,362430,4,1091334,2256367,1
129738,596,4297524,22,5618346,97857,1
98263,882,4820411,25,237290,1866103,1
62454,395,9557349,4,182212,0,0
36127,732,3173055,7,6342769,0,1
90205,749,106277,30,16092640,0,1
75409,438,343962,18,155719,149229,0
270754,773,831412,16,95504,515920,1
48769,720,5264922,23,120620,0,0
67920,487,1494074,18,1405890,524706,0
297004,727,1778691,27,1940724,0,1
166747,831,4300489,33,3386582,0,1
40685,679,6059279,22,2250348,410240,0
260467,617,9613336,12,13922038,1792817,1
115685,699,3505280,24,23399311,0,1
58296,880,6512416,18,2201099,0,0
100302,728,408907,17,3003683,166689,1
89062,590,3391243,11,1230611,4509091,0
86664,628,6514304,27,8616286,120755,0
55495,681,1272201,30,5024938,1944926,1
77481,669,9704380,17,2254253,159936,0
59838,624,8674593,13,603580,0,0
187493,352,5284733,4,4362749,136030,1
81920,799,210435,32,312939,0,1
278930,745,5915677,35,1818023,431301,1
87767,686,463802,29,15179075,0,1
59400,606,3033499,29,1239343,0,1
48874,682,6931482,16,1625105,3223897,0
31391,767,258895,23,1597875,1801764,1
195332,796,7944008,24,6910261,96856,1
33059,589,441955,22,6090117,2769457,1
47745,738,258497,6,8401568,243695,1
58561,768,551771,21,115659,0,1
35632,816,133788,1,7639208,291010,1
42432,565,5767052,15,11424925,1921168,1
34768,801,8870379,13,23782183,3571012,1
136802,738,6024037,21,3130695,28526,1
71604,626,9065109,16,3367533,83223,0
93166,625,5836127,16,625793,0,0
128885,652,1327704,14,185357,741486,1
41290,619,211546,16,7096755,316680,1
53871,566,381855,25,916726,669781,1
37464,549,4911192,18,1253873,37379,0
54789,522,1358803,18,3559611,86365,1
77488,356,3582964,19,1159461,0,0
54113,759,240180,14,1988402,96680,1
51752,819,164233,34,6975377,799641,1
49495,856,759787,34,214848,725541,1
41828,601,2513026,3,3203009,0,0
47121,651,391579,20,5494667,105857,1
265613,672,794067,21,4366883,186504,1
79966,754,271570,0,1573438,53024,1
382894,888,165391,4,267068,0,1
73575,659,8354083,31,1830418,1050818,0
200606,678,2469516,32,1871739,3262303,1
36746,619,115989,20,1672078,366871,1
79801,718,1747357,8,8606661,285995,1
43343,714,3192316,24,11255508,0,1
75805,898,4331144,0,6744619,480546,1
171342,868,3703808,32,5435814,0,1
48817,677,215756,1,5223399,3706658,1
