income,credit_score,loan_amount,job_experience,assets_value,existing_loan_amount,approval
48941,455,7099317,25,8144114,331667,0
290036,609,5653508,6,1341379,2449882,1
273009,675,9598436,29,17294681,4613292,1
73359,394,759206,35,21705041,1641694,1
163747,331,6547831,33,12965347,2842961,1
212563,317,9195257,26,18159449,2163345,1
101441,514,7487299,10,9268257,1408775,0
157851,860,5763587,18,6279771,1184996,1
162302,785,919301,23,16756559,69351,1
87864,490,6569339,32,202504,3801839,0
45496,877,4145959,18,22938472,2670723,1
50460,665,1000213,13,13367606,105141,1
197330,675,7276598,22,21082636,3028449,1
149384,476,6675965,11,4247526,1223259,0
137120,359,2025682,33,9434123,3358337,0
40497,481,2965989,29,23956962,1682975,1
160242,764,1715569,31,23226952,2627922,1
195251,727,4229151,10,486640,2181681,1
48506,594,4601866,29,16331905,2272120,1
158926,813,4451646,21,5261249,2327895,1
254816,642,5549585,11,18898807,4805538,1
282465,410,5836048,16,16375831,4541617,1
93311,842,3472759,15,19793548,310305,1
259301,866,9476866,10,12984752,955031,1
289644,669,6106375,18,9290496,4279877,1
287730,617,3125989,23,13439480,4249942,1
186158,635,5992660,19,11014034,3336278,1
39098,356,5291093,27,6966413,4727275,0
84994,417,394454,32,16932423,1492240,1
67970,840,946207,33,14244125,4323905,1
215122,621,4471853,9,14555133,279730,1
184069,897,2799127,30,4878186,4849155,1
252669,397,9774677,12,20119498,3234096,1
157051,318,3901460,8,9681795,4701589,0
41774,650,610292,19,10437430,1840140,1
187655,773,1763846,22,20121939,803119,1
62309,348,5146388,2,2198390,2025507,0
108653,491,2569521,3,4950764,2809407,0
222672,603,8445412,1,16741401,4802100,1
210443,304,1779760,3,17367363,620831,1
271066,326,3839141,19,2791532,4667940,0
196779,367,4116397,0,17453127,2535192,1
146722,865,5662292,21,14222410,1922114,1
160736,806,3444529,12,17384569,795807,1
124987,715,2688343,13,19713080,4510539,1
260786,878,5900234,11,23962581,4335174,1
165218,389,381773,22,15335562,1514012,1
121065,364,3875543,8,7893512,1123865,1
273801,837,579875,19,22972222,2650714,1
256462,847,2435917,14,12974247,42741,1
120408,317,9857325,9,12035950,2761552,1
181835,497,3752355,25,8086855,1459287,1
100130,388,5044769,7,11218724,1169224,1
190690,424,6878903,23,23719220,4524689,1
207492,829,6356813,24,16984329,3520078,1
173947,602,9212808,7,4194047,3522218,0
145259,722,2931582,13,18745666,4415982,1
130456,747,9589279,21,7929875,4870163,0
107481,437,6338467,17,16576755,868704,1
158111,722,7353073,24,17331041,4235128,1
38462,340,7692118,28,19643668,4965375,1
185709,331,9934403,28,21329206,2879135,1
170381,486,3928278,25,10646036,643930,1
146461,432,4384787,35,194970,4675965,0
251705,364,6646909,9,5980571,2603613,0
142717,545,6050068,21,11027478,1729911,1
165784,750,9739383,28,9396974,1063671,1
147173,508,3833317,16,16700497,837499,1
242919,803,8789792,7,2078367,2040786,1
47553,848,9052238,24,21988491,1549830,1
276453,783,3326539,30,9123637,811504,1
114277,851,9967149,16,3443680,624852,0
68785,573,9843922,27,8729539,1817554,0
239960,368,2469434,20,23815172,1362936,1
52993,619,8126093,8,12098418,2112857,1
122687,791,6027052,3,20473136,1075494,1
117361,694,2103127,18,8546446,1677611,1
145677,438,293541,2,3186482,1265900,1
140468,726,5501001,26,1847713,1039428,1
182085,779,6560702,15,16365955,64182,1
219287,666,8343590,15,21260417,931853,1
217840,792,1854442,11,6782282,2655794,1
33016,582,411464,28,8319282,4817388,1
145031,724,7437417,24,12222408,1756691,1
227844,881,8287702,10,7196608,1465917,1
164199,540,747355,23,6937183,2883778,0
179062,393,8495941,20,15056347,2056931,1
248757,710,6128652,6,1806999,3343426,1
157827,404,7991001,25,13538744,1600847,1
210202,409,434737,6,11693418,2112257,1
209623,547,7516138,0,16373046,3178913,1
54457,424,2479230,8,2043918,965585,0
136742,537,4552144,9,762549,2976215,0
60070,687,5190857,25,19663943,4026310,1
244816,370,6931925,0,20555163,69763,1
208249,698,6150312,28,9663541,1057747,1
269426,450,7721518,1,5279441,597643,0
239292,801,427633,7,19746253,227771,1
275405,839,3400729,14,21636766,1033967,1
159761,581,4653712,27,12303292,4242748,1
282572,669,7957329,23,12258767,982202,1
181418,554,1011626,32,24906859,4865426,1
236725,314,6074568,33,1653396,4028089,0
200539,746,6246589,31,20682246,4369225,1
289920,638,6749639,20,2663569,2201424,1
184884,325,315096,11,5364152,3868727,0
191367,604,8593129,24,9853652,4101576,1
175896,751,9308460,2,4551438,3954385,1
276050,867,9107906,15,20130704,1153016,1
164956,365,9145375,22,12842359,3978153,1
134587,376,7263100,26,18644803,3112830,1
181890,882,5218126,3,15158476,833724,1
217549,565,4382128,0,15401849,4263895,1
177322,517,7710229,24,12524407,2636131,1
243237,835,3850043,32,17683232,2181375,1
139232,683,1778905,32,3174289,4941255,1
223204,534,8880648,31,12149268,640401,1
187014,731,8369430,35,18037663,2225414,1
279389,357,1146525,15,10294691,683596,1
87211,439,8840232,0,15205354,1529740,1
49057,633,1180182,16,10285128,348606,1
123398,314,7165079,25,16714088,4374778,1
205422,429,3535647,20,13493888,2389036,1
37741,474,4523006,14,22302648,3045227,1
272933,722,7018707,11,22895718,3482322,1
246453,499,6340200,29,1822375,3159132,0
196093,443,7041633,26,9894320,1305227,1
97123,327,1649228,24,8898791,3357413,0
249424,680,8627823,22,18084552,4521845,1
283424,434,3770081,4,15081266,4908493,1
30391,401,7716755,18,2705787,4155423,0
130108,331,5528231,21,1769439,750704,0
246017,734,9024123,1,16910747,183062,1
53946,895,8455995,27,4507004,2211365,0
105506,790,8772441,30,15498715,4509,1
83771,335,1249175,35,14027133,2172960,1
118192,547,2195106,1,21482819,2138392,1
235998,534,2626358,21,10444680,995248,1
203976,506,8902659,16,8659454,4822983,0
172318,689,2415021,1,17083381,1464503,1
149837,442,1922757,16,3216216,3906749,0
31093,660,8399670,15,14325196,4473797,1
148945,893,9671876,14,19068880,4318131,1
115084,666,260856,25,13732970,2116575,1
98310,413,7947607,31,10275577,2613160,1
288820,618,1096122,34,24738844,4417877,1
198846,494,9512165,5,7828056,3350446,0
77817,359,3705847,20,3250735,101065,1
42108,556,8967326,26,4819652,2382158,0
110091,818,1608272,22,1175796,3000557,1
139183,813,3954959,9,21401643,1844363,1
213905,326,4561288,14,6875618,2298675,1
229876,718,1865342,18,4859551,3017192,1
91915,691,6246681,6,1356733,1755855,0
292624,582,5288871,4,14306472,430301,1
58203,792,8567103,13,7628275,4581944,0
148927,502,7366159,26,10459300,3928222,1
54423,593,401996,23,20244812,1124494,1
203586,839,8174587,28,18619868,3563988,1
66416,523,381493,12,5132779,1523765,0
131617,881,8923367,21,11537640,1081788,1
278091,777,6604786,5,14439800,2565096,1
285642,641,7952350,10,24170690,3473591,1
84011,533,5332420,33,12678466,5072,1
206231,701,6928164,1,9025940,4009879,1
75928,608,9136715,21,21601830,1721118,1
189379,549,3235034,30,21824498,4716827,1
267392,603,3985191,24,12927576,2931125,1
102693,505,3562813,21,23267780,4178300,1
240289,465,6995738,30,20658018,758688,1
201877,458,5297037,32,24084198,2310874,1
131671,360,4364602,26,12298511,4766506,1
122605,740,7536712,28,8283476,4050833,0
125024,733,1492356,30,22342623,2979484,1
234057,645,3188908,14,7794052,178747,1
80634,867,7616614,28,93558,4698038,0
131282,549,8681424,16,8175061,462743,0
216196,547,7128534,22,15227016,862797,1
234390,412,702460,9,18295665,545136,1
187899,786,8447073,18,9996739,290782,1
165025,771,2909297,19,5235163,93553,1
126054,879,8645643,14,9966584,3718303,0
255283,435,4670909,28,21575636,4273668,1
144595,325,8298432,34,12698112,151154,1
299821,368,3062325,25,1318177,2295829,0
147607,639,4403209,15,24652944,3547906,1
241633,339,6134452,4,23656842,2132433,1
66855,720,2681313,5,10049159,1628247,1
46999,844,5807690,33,1616593,3714771,0
257358,619,8568910,29,19849996,316677,1
293329,376,7782636,15,8731067,4607092,0
57446,616,6171966,32,15882282,3909603,1
143384,714,7436110,11,10774477,1701037,1
39548,836,8603204,30,19393560,52095,1
160611,714,6151302,26,21593443,3522721,1
235497,529,4429854,14,3979957,4808115,0
44798,736,624073,4,8516728,2166612,1
276450,503,564144,3,12242484,430373,1
160387,797,7074668,5,13058888,1027479,1
196685,732,5865368,25,6799839,1719421,1
203204,324,5976682,21,22288519,2111707,1
272882,314,3717906,7,5254736,894424,1
56736,327,6121905,17,18908915,265816,1
169721,831,9443540,33,21747749,1404186,1
173956,851,5506248,26,23020213,2768200,1
137337,662,1157660,11,19109405,1188522,1
280145,310,1395401,15,22189215,3671772,1
268382,336,1385828,25,20696152,1697255,1
94067,605,8352363,5,498844,341166,0
203758,478,9424185,32,13603057,3377849,1
275424,763,3774652,25,8992148,2153615,1
239283,558,7709094,3,1132122,3451029,0
173285,480,6843642,23,2675189,1722957,0
154437,516,4485085,28,14227456,2810730,1
192693,354,5983156,30,16522262,1519270,1
158904,865,3205587,14,3870824,3217221,1
141219,487,2637555,24,19438193,1909792,1
70267,398,2186922,0,18676567,1882713,1
188613,415,887700,15,15271877,295512,1
93310,642,4191893,3,20488552,755833,1
74646,480,7216570,26,11751622,2295338,1
270695,626,2951214,25,7907445,1301806,1
291669,463,1356972,24,24255722,756306,1
59310,580,8636511,9,19977736,2524490,1
86330,637,712550,7,7461620,4638869,1
240176,723,6796843,22,20740531,4910646,1
32705,499,2514569,23,8950326,4779832,0
168697,580,8158291,0,23753395,170192,1
148612,369,6742584,12,11065802,1903457,1
259974,501,3587667,17,12362063,1968696,1
33505,738,9785983,3,13423506,3391217,1
120582,840,1317936,12,24097538,3231960,1
46989,309,4665629,24,19224545,931279,1
98799,800,2154627,14,10222847,2180890,1
296585,379,7849451,7,2961771,1458361,0
141716,848,9399273,4,18891930,3508873,1
270658,804,913650,19,7625969,358665,1
97581,828,6983253,6,14182230,3432903,1
98850,790,1906504,15,7719257,1351655,1
43457,876,6464449,9,8364540,1251978,0
74164,606,7439397,34,14693138,4200418,1
94877,890,6898709,13,24592401,2701204,1
235052,328,2243656,28,11295596,2389323,1
47228,836,2822612,17,20366340,3996614,1
93031,347,7747884,14,4495603,771129,0
218365,816,3363172,30,13116133,2383302,1
226987,800,9120451,0,24682888,184384,1
150220,796,7127704,1,2032758,1792202,1
259993,880,7294819,34,14898348,2255663,1
179954,750,167239,1,14038323,4477204,1
236250,626,3761868,26,15548255,4735806,1
222921,778,7027827,7,4509511,1413163,1
279894,317,2583500,18,6052759,492921,1
277399,576,1137149,30,18813107,2180112,1
90649,635,6222139,32,15087424,3290167,1
142420,624,9102215,2,616252,3678669,0
224272,783,2986788,33,4593592,53894,1
61019,548,1587882,4,11307750,3608781,1
107329,806,6507092,6,7242481,3109299,0
280108,626,732962,18,22576515,2238718,1
76428,548,5514359,25,17774618,1345555,1
102533,323,5219550,15,23144599,4991094,1
128292,570,1516121,17,21618919,1845072,1
270336,592,1024185,12,20451228,1752427,1
287368,452,5225109,34,17580428,1666462,1
146431,469,9279447,10,5419378,327237,0
138562,745,716577,24,7045394,3639715,1
92648,655,9898129,31,1328810,4935884,0
193459,900,5872977,2,13032133,2838550,1
153856,770,2366840,31,20937665,1891901,1
123329,786,8197999,15,16902511,4579950,1
35117,310,703980,31,9911858,2617041,0
157493,496,6640708,20,15725232,3452294,1
82698,751,8825974,25,605327,1706901,0
70851,645,9941180,15,4927127,4754718,0
60557,595,7999334,3,935303,1227544,0
114708,829,2880265,35,23887761,1686165,1
37417,732,6877328,28,7125957,2691248,0
82237,464,150606,25,7139907,4083314,0
283153,464,7465069,16,22053964,2584558,1
95324,381,5070100,35,15893879,1283893,1
93993,632,9134560,0,21393237,183222,1
102126,723,1153723,34,22868717,4059430,1
52737,733,3281182,5,18082683,466473,1
289495,356,7532431,11,23062791,934368,1
238508,663,9956592,35,8888953,331998,1
79522,450,5001143,16,6305402,3884714,0
143729,312,9576438,15,13423747,3297628,1
118255,771,9681626,7,14572171,2785294,1
53490,795,8551942,13,8559425,496248,1
279784,681,666765,17,8781324,4093395,1
286632,319,4386732,3,16044497,4560398,1
271967,598,2674678,28,11294834,1548946,1
249917,688,649771,31,24946996,3586200,1
137266,505,6806648,26,15983696,4420483,1
117102,798,8355266,9,18687108,1429714,1
201077,824,9552763,6,18274913,3540481,1
30027,690,4561464,12,17499219,1619290,1
146952,596,6719531,3,5033685,2761051,1
174344,741,7959982,10,9282626,1288410,1
156006,656,4534189,25,3130283,1678023,1
239854,715,5302801,33,8166737,2644831,1
164040,733,1346280,1,58912,3739249,0
198705,774,4712543,4,19432706,2106467,1
288800,675,9345120,34,167151,1440377,1
145495,828,4024204,18,20562717,4461600,1
134515,320,1036258,23,24242175,3116516,1
108763,703,9564811,21,23801865,217866,1
144196,659,5755612,25,8807996,20712,1
113629,728,8880101,35,7863872,2352763,0
85432,302,5752485,8,21399967,3359061,1
150440,484,5417276,2,15911125,4294993,1
87850,748,5329668,16,23219379,853501,1
117676,657,7156958,16,24582901,1960031,1
210574,322,212032,16,9117100,3862019,0
105031,748,7934826,30,15901753,3859144,1
157995,707,5480445,0,16145834,4671741,1
225591,428,5613852,9,21494585,4301770,1
223297,781,6871814,18,16483952,97461,1
145202,472,4308074,19,6510102,4632854,0
266340,733,7451923,8,3034755,4280619,1
128105,611,8939647,10,15837801,503093,1
179478,454,4994734,24,17639735,2108979,1
276083,567,3216172,5,18905590,4574173,1
58689,550,1478688,26,18921540,1728065,1
114662,377,6218352,33,15950467,2640087,1
195297,615,7165350,30,23910455,2645367,1
196988,669,8045103,20,17949105,3021370,1
287041,617,5488883,4,1676293,2900447,1
285782,443,7590626,20,18714349,392735,1
237794,715,1467754,8,4457524,1764086,1
145327,457,5387126,9,11197941,263678,1
128476,695,5068789,21,18410544,2796174,1
45989,898,2318198,13,10382821,2633976,1
296998,627,3601278,19,18992233,3461188,1
112368,788,3159116,5,14526363,2946043,1
167018,316,6034126,12,10775627,4351096,1
120945,488,3052173,20,18000055,2011305,1
35949,782,3245359,18,11328527,1493924,1
211820,745,2288549,10,23139268,1988055,1
268830,898,734228,6,24790282,1729706,1
178178,704,9973765,28,10019315,1557723,1
97481,485,5594627,4,22941875,4505675,1
252145,649,6106939,1,10640264,1431604,1
63672,611,4851401,10,12353874,2543502,1
284832,596,7416798,8,8370686,2660391,1
113366,473,8160640,23,22982896,474174,1
112015,729,8877123,32,11207341,2486352,1
185013,499,2434054,30,7881660,3798135,0
100533,745,3782024,35,20159157,1931163,1
253076,544,6382404,20,21120500,3779235,1
174369,856,8254734,18,15746773,2531640,1
233362,873,3700900,15,9177300,3857758,1
212628,884,4538081,23,15251093,126459,1
225468,391,4576272,32,18444008,360813,1
240056,449,4040603,28,21454326,1539743,1
212637,885,2617751,34,3082246,3540005,1
33717,358,8024440,5,6395846,3516392,0
82300,776,8757672,20,1761837,863062,0
262887,882,6048438,35,6071117,3550950,1
194106,515,9811239,27,6761233,60345,0
276143,524,7698654,22,22252250,4856813,1
179536,379,7603504,35,12288805,1687776,1
230621,610,7458621,15,10210711,2327119,1
165179,599,3939442,8,20828256,2822105,1
222729,597,3075312,7,11109199,4650357,1
175628,462,305161,15,19303911,4283492,1
119338,735,2140269,32,5894771,1178473,1
287159,620,3018258,22,12027410,2831454,1
75079,852,4379262,17,7506156,2316055,1
94361,303,8695969,33,18470456,2985757,1
146431,763,1000675,11,24698125,4329847,1
277844,463,1334095,25,20638359,1373013,1
112705,656,4638184,15,21465767,3780216,1
273018,746,6723088,1,10180637,1695159,1
172266,897,4873929,19,2539729,344873,1
198932,859,2601836,10,15214786,33027,1
153290,722,3600010,17,14715730,4364324,1
180622,844,5951695,27,4102706,4175682,1
277895,361,4708605,20,18610311,3880857,1
43599,651,5828094,13,14545251,2148303,1
142311,722,674628,33,18981092,1706090,1
40161,778,4858172,35,20069582,3519259,1
210963,854,7387400,18,4804116,280063,1
178739,882,1623780,29,18372877,4892203,1
80893,449,530215,6,21317031,2986221,1
294373,537,8596942,5,16968032,3323025,1
132254,410,7617037,8,22083252,4854515,1
122985,684,4957711,22,6717213,221034,1
231544,380,7630438,7,5682459,3573532,0
33740,419,2164846,11,17144920,1832323,1
297935,677,7287763,11,562821,1319896,1
92296,497,5690745,31,6056260,4925094,0
227490,481,2127338,9,13700459,4485936,1
244867,521,1426969,4,17615749,3603998,1
43009,814,8069913,25,17079622,4170309,1
152967,623,4452914,6,6693736,4433527,1
31829,462,4039243,15,14275889,3421759,1
299937,724,3286480,1,3435701,4447871,1
122519,854,9631012,14,10877503,606370,1
239349,572,3342951,23,10553551,2654693,1
157992,861,3921971,16,24437496,4382735,1
278601,561,5602887,35,11910842,629569,1
222482,646,9690415,21,20344464,1515196,1
265562,801,747118,13,17409026,3238387,1
265327,739,7109581,13,22307231,721747,1
220695,300,6512137,27,18245983,2280884,1
279015,361,7300386,33,20305946,2416213,1
229743,602,8756404,6,23994833,1389795,1
225778,691,3743700,18,6216317,3316683,1
80425,313,6717399,23,23581094,4136170,1
277338,571,1365637,4,7382338,345642,1
226643,427,5235144,18,2172115,2298348,0
32552,861,7009791,28,24201154,4356543,1
271934,355,4128213,20,16295754,4203137,1
204533,414,1073637,28,1520303,1236791,1
223441,391,488061,34,5359852,2923762,0
118747,886,4417946,30,259618,1620324,1
202151,774,5972690,31,6496857,3118371,1
110223,397,9046328,15,6548061,1252396,0
105976,731,6989162,18,2403459,1906697,0
32870,845,5301605,14,23781883,3949945,1
225476,849,6523200,34,22620732,2294037,1
110230,645,7924805,2,9238680,1180696,0
293760,708,1993121,30,5330342,3767977,1
187110,751,2693934,13,16526308,307403,1
38261,565,5854128,13,5379027,3656262,0
213084,640,1614443,12,18344836,2063984,1
50575,409,9683714,22,8459045,1390730,0
211949,657,9508665,9,19819029,3220605,1
128506,419,7354601,7,14713980,4365703,1
166090,475,6967257,35,7561710,489901,1
129943,856,6413426,11,9328335,759634,1
75437,834,6884276,10,17523576,4283081,1
61921,480,8765376,4,23530909,873576,1
72944,850,3077309,34,17095890,4448089,1
269873,313,6369352,8,3810761,3415052,0
109721,578,5108123,12,16282529,3943853,1
42087,767,2899382,8,8469633,3915460,0
248194,722,9731247,26,20486060,3857256,1
48465,888,2746404,10,14115992,3340856,1
83994,546,5830585,27,9439507,3893972,0
96302,596,5282752,24,15422132,2746355,1
224677,665,6902358,28,18844387,2560274,1
180741,413,5781545,14,13548466,1862438,1
299512,397,447913,25,18110704,1414524,1
47333,461,564918,17,8840091,2503104,0
91419,317,707930,19,19048178,2589539,1
241222,506,7041280,34,11519299,1093634,1
136867,842,8990891,31,12276284,4492849,1
97732,390,7648210,11,13673622,2204165,1
113525,388,9191879,33,21071890,4827667,1
274544,839,4846809,33,18218966,2599400,1
187228,393,7055637,11,416652,1554066,0
108237,476,2719431,18,18215848,1983517,1
69006,837,1914131,23,23448585,1821109,1
298029,639,4577215,17,13466569,390522,1
266103,813,3364921,35,18339232,4510922,1
98828,476,4447814,17,2677030,2331218,0
204188,477,351609,31,7320930,3431274,0
46096,344,1259031,27,14130421,2259117,1
201607,393,6843918,34,23634237,2972341,1
254175,399,3069818,34,17146224,2526719,1
110603,588,9600004,32,1552868,4894250,0
101843,824,6141425,9,3793813,2319947,0
141741,866,9354962,0,17929454,4827750,1
146787,679,8225704,19,14013851,2361037,1
86348,779,7064864,26,15745890,1388052,1
31410,788,859170,1,1897094,3413782,1
114698,772,3862330,28,17207420,2133998,1
268452,376,2192973,17,7472017,1914250,1
223376,388,6908112,9,3308671,3816403,0
289227,546,3067055,13,8974035,2045737,1
263183,618,7758419,6,12470931,2535659,1
183189,414,5228553,19,4114674,4848366,0
66434,858,5718815,3,8684776,1483294,0
211344,635,1744141,8,5045630,2655443,1
156400,559,1666592,30,9172058,3503206,1
167650,887,4304042,6,2292732,2625524,1
237471,661,4420699,5,8273737,3591221,1
152639,819,6161103,33,24885880,2971424,1
107913,702,8858698,17,686152,2357486,0
150325,799,8529576,20,16459023,3883667,1
202151,367,3719418,21,16633875,428224,1
35252,300,9190632,11,1655253,748754,0
270883,570,9629898,1,21133034,2727616,1
141897,438,9344868,35,20827132,3911878,1
85828,602,1722246,7,22988924,4111004,1
198512,376,6702646,9,21840831,2549741,1
47566,775,3489347,25,7927066,3233743,0
247587,483,6441718,33,21404483,189041,1
244704,473,8547815,25,20015071,4619468,1
51830,530,2344869,34,14226694,845635,1
41647,372,1675792,5,7500641,3331651,0
39543,391,2027094,17,11139906,4173489,1
79523,509,5652151,21,10620649,4892406,1
131572,335,8506750,0,10588750,3718037,1
251584,316,6845936,8,23241452,3966773,1
130598,485,6700727,8,9359749,2659118,0
86326,716,9736903,35,2359844,3120279,0
222214,319,5340200,15,1996643,629714,0
70823,784,491597,8,11484123,3989070,1
174039,472,3562346,24,16456009,2133800,1
159872,491,2931160,31,5021870,3450621,0
202490,761,2150437,2,3910834,4516986,1
91163,493,3384701,8,15026380,2005487,1
220712,372,2898193,0,5954002,4907343,0
297892,508,2345923,13,2642820,3341492,1
89091,806,5896487,34,19820600,4828492,1
163658,314,2887489,21,7535904,4469001,0
35155,620,749843,12,646720,1878957,0
212745,401,9702235,21,7989313,4490053,0
194733,562,3660353,32,4974433,3444761,1
254815,570,8493877,18,21709116,3498373,1
32247,802,7243034,1,15394369,4463274,1
89214,740,5786101,25,12166424,4830303,1
259792,802,6490837,23,12361173,3559761,1
277538,470,2599940,19,19694726,1860986,1
75329,554,5786813,25,24668299,4170186,1
93060,535,6613135,19,14294594,4456484,1
213675,702,5054194,35,21088260,1890578,1
124911,366,711574,21,11622482,655075,1
64143,548,5433269,12,9948938,3603861,0
74355,754,868671,0,3678492,4776230,1
127920,518,4057598,20,10905898,4497128,1
196145,852,286490,9,5667450,350363,1
253054,728,8375546,30,11767799,4080021,1
180787,804,192104,17,6284560,651673,1
61251,688,8833133,29,5727021,3932409,0
34786,310,1696460,26,24030943,1669204,1
159272,709,592550,32,9962456,3669240,1
111510,847,9115283,32,23201054,1771334,1
47597,448,9048737,0,12984048,3212251,1
137210,760,9914506,9,18160023,1025878,1
226081,805,1612018,5,10038454,3094210,1
162844,893,6282702,7,8072853,1167730,1
68108,341,4101489,14,9583181,4975915,0
297986,685,2281098,35,1307671,4993704,1
254526,354,7518947,3,22209632,3788946,1
250950,530,8424683,3,10837363,3062654,1
186158,389,4780257,29,4663328,4160794,0
187666,639,2640674,16,16228050,1136489,1
177863,424,3798749,8,5088147,3794938,0
105123,330,9860399,7,22879101,1346401,1
32765,637,3321851,27,6580634,3878620,0
125640,484,8043347,24,19424293,2875755,1
35007,385,838180,20,20380935,138161,1
81085,776,3783087,15,19828529,3727927,1
69111,425,8709990,18,7809908,2655242,0
39920,339,5308850,14,18737645,2948142,1
34202,345,3950099,32,20665164,791553,1
240043,607,7132565,28,11733449,2869023,1
56333,790,7265570,19,17742863,2088936,1
217168,863,6110412,6,4056487,2853146,1
226198,520,8064575,13,23039343,892941,1
224019,420,7777336,14,8405247,3009950,0
48963,799,5856763,17,20498589,1791137,1
132177,859,8807818,25,1433491,4738834,0
75647,885,4646914,12,7425514,1364520,0
234188,511,7537677,25,10294095,4493394,1
269745,851,9865824,27,7655503,351374,1
213127,872,513308,11,18395825,3397639,1
161859,401,1551831,30,13528326,618731,1
238315,513,250527,18,16770508,3493999,1
275374,518,1370013,33,15684650,3660316,1
90345,720,7574080,34,2234352,2649952,0
160499,404,8822512,0,8357833,621687,0
163310,894,5918108,12,4484466,4346988,1
159341,757,8788589,31,467041,3908067,0
152354,417,7078657,18,2089665,1993063,0
272630,366,715904,29,11828544,1042251,1
221929,819,7062116,22,1665178,67083,1
72329,774,4356469,15,9757476,3601973,0
172178,672,9678405,10,6729892,1800500,1
259321,397,3493687,27,20372653,3955695,1
95588,683,1540121,18,14305615,4613868,1
98498,477,7752329,3,9897105,3298573,0
194356,524,3037072,2,4976279,419552,1
292987,403,1515813,31,15640814,3112297,1
64321,334,2177089,31,1267575,3898130,0
199494,824,3911903,31,19401040,60812,1
150954,546,7679517,19,18686093,2816789,1
38326,807,3155365,33,5440776,4282698,0
269414,774,4739777,5,10510677,4795913,1
30170,502,132084,33,4505978,4971250,0
134673,761,2144002,29,2786541,2083987,1
216982,405,3570055,5,14493044,1302804,1
240646,304,9320506,26,19183360,1690106,1
124413,580,3437542,6,21082142,2946254,1
76128,309,6895357,7,4151561,2891449,0
157847,653,9637656,6,14531497,907250,1
45979,478,8383165,7,6852860,3706545,0
253009,824,7743299,9,4433377,4323164,1
66926,447,8819846,33,6921888,1196403,0
267127,895,5663364,35,22070225,2639509,1
114316,673,6823268,19,22311249,2221738,1
209681,328,4610964,15,23291580,735085,1
196017,823,3850666,22,1355764,792686,1
121173,609,7077953,13,4959950,900064,1
58675,837,1801354,7,19492701,2417398,1
238554,319,1884689,3,19016886,2220426,1
206276,774,6778678,32,225555,843628,1
183515,333,5060559,23,6773064,2443010,0
81678,361,5604216,28,9771455,3523949,0
271511,411,8224557,1,15974675,4347939,1
235340,818,6082847,32,18947052,1606950,1
52174,626,2512186,7,15580681,1384772,1
216154,556,5047451,25,22194460,3913561,1
274901,511,3424810,15,4545127,2544346,1
48141,841,1725905,6,9201022,1049894,1
80285,682,6043810,29,13368535,2618568,1
71930,545,7239867,16,14313998,3280511,1
276172,403,3818291,31,20679606,2612275,1
174241,528,3233849,1,10378404,3935097,1
194775,900,7871756,11,14488641,1191827,1
258173,601,3200007,35,8055056,958481,1
240366,417,4165026,8,22395541,4935320,1
166452,526,826708,2,2664926,826410,1
241120,803,8028654,22,22802204,4275744,1
81051,309,2482522,6,17443698,4169874,1
279756,523,2378725,2,23564094,1571471,1
104414,345,4471103,28,20854538,4016479,1
147650,419,3340201,31,7833810,779839,1
221480,675,3661988,24,15069634,4926045,1
78425,871,4000667,35,1593101,1170254,1
89026,717,5897959,24,5895392,4652405,0
227729,826,2903396,34,728911,724820,1
166855,314,555387,14,15642240,2499663,1
241893,413,1088471,16,17748606,3695096,1
176175,525,4954941,33,14962090,857953,1
202521,749,856662,20,1393280,1196443,1
230918,714,1608313,31,20287278,229294,1
187336,614,4221094,28,16717479,3194047,1
204368,420,6538485,29,24864749,3280245,1
250051,868,2610622,6,22993644,828502,1
233422,407,9861495,1,5235116,2230329,0
35568,825,7987037,4,3567449,868096,0
245994,823,4906824,4,2263932,368756,1
233382,731,8291427,29,6929781,4823141,1
213294,649,5844987,19,7148935,1465438,1
168771,432,5349919,6,10451313,652173,1
33982,711,4145146,24,11999269,1928902,1
179060,523,8501683,30,9987801,4642458,0
68878,798,9050625,17,4972642,3609838,0
32930,707,9262859,10,10114468,938518,1
48237,693,8933076,18,8432448,694039,0
176389,747,9374075,3,17445248,4932624,1
194961,703,3518869,14,21316113,2996365,1
93116,597,7795798,11,12268882,2648538,1
92881,715,7542881,24,7931069,4362667,0
124822,610,6970934,35,6969234,165541,1
46202,634,652605,18,9742164,3067589,1
207906,860,8562403,20,12681739,273823,1
55692,371,7905947,20,7482089,999399,0
152937,755,9939513,14,7650719,81996,1
151595,362,841773,11,20352971,1433407,1
223408,748,3186348,22,22798639,3358331,1
38509,412,9484393,0,24973078,3489946,1
190749,533,8595844,6,9181757,4145529,0
247927,728,6291438,12,11859256,1219759,1
64176,780,1454881,32,283828,870819,1
134003,361,8579827,14,16892318,768982,1
250136,776,2874386,5,21948192,3210083,1
113166,842,334884,11,22199935,1427796,1
239848,889,223669,8,23541852,4388124,1
183239,895,391066,23,16479545,2913057,1
83059,357,2637701,9,7193825,2228150,0
165333,535,6953695,9,12989412,4644459,1
149730,877,6657620,4,17353446,1324186,1
222854,546,884141,20,24692698,3189855,1
211412,577,4207289,26,10697379,3688270,1
266599,752,8428491,32,6386563,709796,1
237169,825,8453076,32,15523684,3290747,1
181158,506,7309813,33,16903553,769990,1
167515,404,251026,33,9155253,3501557,0
